Field=#~Integer~#~50|Field=Description~String~Description~100|Field=LibRef~String~LibRef~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Quantity~Integer~Quantity~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Currency 1~String~Supplier Currency 1~100|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Supplier Stock 1~Integer~Supplier Stock 1~100|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~100|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~Arduino_Uno_V1.0.PrjPcb|ReportField=ProjectFullPath~C:\Users\Public\Documents\Altium\Projects\Arduino_Uno_V1.0\Arduino_Uno_V1.0.PrjPcb|ReportField=Title~Bill of Materials For Project [Arduino_Uno_V1.0.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~94|ReportField=ReportTime~1:25:21 AM|ReportField=ReportDate~6/30/2021|ReportField=ReportDateTime~6/30/2021 1:25:21 AM|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=NotFitted~NF|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~6/30/2021|ReportField=CurrentTime~12:46:53 AM|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\Public\Documents\Altium\Projects\Arduino_Uno_V1.0\Arduino_Uno_V1.0.SchDoc|ReportField=DocumentName~Arduino_Uno_V1.0.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~6/30/2021|ReportField=Organization~|ReportField=ProjectName~Arduino_Uno_V1.0.PrjPcb|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~|ReportField=SheetTotal~|ReportField=Time~|ReportField=Title~|ReportField=DataSourceFileName~Arduino_Uno_V1.0.PrjPcb|ReportField=DataSourceFullPath~C:\Users\Public\Documents\Altium\Projects\Arduino_Uno_V1.0\Arduino_Uno_V1.0.PrjPcb|ReportField=PCBDataSourceFileName~Arduino_Uno_V1.0.PcbDoc|ReportField=PCBDataSourceFullPath~C:\Users\Public\Documents\Altium\Projects\Arduino_Uno_V1.0\Arduino_Uno_V1.0.PcbDoc|ReportField=PCBConfigurationName~Sources|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
11|HARWIN - M20-7821046 - Board-To-Board Connector, M20 Series, Through Hole, Receptacle, 10, 2.54 mm, Tin Plated Contacts|M20-7821046|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHarwin%26mpn%3DM20-7821046%26seller%3DDigi-Key%26sku%3D952-1847-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Harwin{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHarwin%26mpn%3DM20-7821046%26seller%3DDigi-Key%26sku%3D952-1847-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}M20-7821046{URL.TIP}Manufacturer|1|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHarwin%26mpn%3DM20-7821046%26seller%3DDigi-Key%26sku%3D952-1847-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}952-1847-ND{URL.TIP}Supplier|444|1.29|1.29
12|2.54mm (0.1") Pitch SIL Vertical PC Tail Socket Assembly, selective gold + tin, 8 contacts|M20-7820842|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHarwin%26mpn%3DM20-7820842%26seller%3DDigi-Key%26sku%3D952-1823-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Harwin{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHarwin%26mpn%3DM20-7820842%26seller%3DDigi-Key%26sku%3D952-1823-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}M20-7820842{URL.TIP}Manufacturer|2|Digi-Key|USD|2|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHarwin%26mpn%3DM20-7820842%26seller%3DDigi-Key%26sku%3D952-1823-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}952-1823-ND{URL.TIP}Supplier|2139|2.36|1.18
13|06-WAY SIL VERT SOCKET L/FREE|M20-7820646|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHarwin%26mpn%3DM20-7820646%26seller%3DDigi-Key%26sku%3D952-1809-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Harwin{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHarwin%26mpn%3DM20-7820646%26seller%3DDigi-Key%26sku%3D952-1809-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}M20-7820646{URL.TIP}Manufacturer|1|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHarwin%26mpn%3DM20-7820646%26seller%3DDigi-Key%26sku%3D952-1809-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}952-1809-ND{URL.TIP}Supplier|1096|1.02|1.02
14|CONN USB MICRO B RECPT SMT R/A|10118193-0001LF|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAmphenol%2520ICC%26mpn%3D10118193-0001LF%26seller%3DDigi-Key%26sku%3D609-4616-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Amphenol%20ICC{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAmphenol%2520ICC%26mpn%3D10118193-0001LF%26seller%3DDigi-Key%26sku%3D609-4616-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}10118193-0001LF{URL.TIP}Manufacturer|1|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAmphenol%2520ICC%26mpn%3D10118193-0001LF%26seller%3DDigi-Key%26sku%3D609-4616-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}609-4616-1-ND{URL.TIP}Supplier|0|0.44|0.44
15|CONN HEADER 4POS .100 STR 15AU|68602-204HLF|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAmphenol%2520ICC%26mpn%3D68602-204HLF%26seller%3DDigi-Key%26sku%3D609-3369-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Amphenol%20ICC{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAmphenol%2520ICC%26mpn%3D68602-204HLF%26seller%3DDigi-Key%26sku%3D609-3369-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}68602-204HLF{URL.TIP}Manufacturer|1|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAmphenol%2520ICC%26mpn%3D68602-204HLF%26seller%3DDigi-Key%26sku%3D609-3369-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}609-3369-ND{URL.TIP}Supplier|410|0.35|0.35
16|Conn Unshrouded Header HDR 6 POS 2.54mm Solder ST Top Entry Thru-Hole BergStik® Bulk|67997-106HLF|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAmphenol%2520ICC%2520%252F%2520FCI%26mpn%3D67997-106HLF%26seller%3DDigi-Key%26sku%3D609-3393-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Amphenol%20ICC%20%2F%20FCI{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAmphenol%2520ICC%2520%252F%2520FCI%26mpn%3D67997-106HLF%26seller%3DDigi-Key%26sku%3D609-3393-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}67997-106HLF{URL.TIP}Manufacturer|2|Digi-Key|USD|2|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAmphenol%2520ICC%2520%252F%2520FCI%26mpn%3D67997-106HLF%26seller%3DDigi-Key%26sku%3D609-3393-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}609-3393-ND{URL.TIP}Supplier|0|3.96|1.98
17|AMPHENOL ICC - 68000-103HLF - Pin Header, Board-to-Board, 2.54 mm, 1 Rows, 3 Contacts, Through Hole, FCI BergStik II 68000 Series|68000-103HLF|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAmphenol%2520ICC%26mpn%3D68000-103HLF%26seller%3DDigi-Key%26sku%3D609-3461-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Amphenol%20ICC{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAmphenol%2520ICC%26mpn%3D68000-103HLF%26seller%3DDigi-Key%26sku%3D609-3461-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}68000-103HLF{URL.TIP}Manufacturer|1|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAmphenol%2520ICC%26mpn%3D68000-103HLF%26seller%3DDigi-Key%26sku%3D609-3461-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}609-3461-ND{URL.TIP}Supplier|48790|0.33|0.33
18|Conn Unshrouded Header HDR 4 POS 2.54mm Solder ST Thru-Hole Bag|68001-204HLF|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DICC%26mpn%3D68001-204HLF%26seller%3DDigi-Key%26sku%3D609-3402-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}ICC{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DICC%26mpn%3D68001-204HLF%26seller%3DDigi-Key%26sku%3D609-3402-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}68001-204HLF{URL.TIP}Manufacturer|1|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DICC%26mpn%3D68001-204HLF%26seller%3DDigi-Key%26sku%3D609-3402-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}609-3402-ND{URL.TIP}Supplier|786|0.42|0.42
19|KEMET         L1210R2R2MDWIT             Product Range:L-DWI Series|L1210R2R2MDWIT|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DL1210R2R2MDWIT%26seller%3DDigi-Key%26sku%3D399-9598-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}KEMET{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DL1210R2R2MDWIT%26seller%3DDigi-Key%26sku%3D399-9598-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}L1210R2R2MDWIT{URL.TIP}Manufacturer|1|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DL1210R2R2MDWIT%26seller%3DDigi-Key%26sku%3D399-9598-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}399-9598-1-ND{URL.TIP}Supplier|11603|0.5|0.5
20|Mounting Hole 3mm Non-Plated|MH-3MM NP|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|1||||{URL}{URL.TEXT}{URL.TIP}Supplier|||
21|3MM Mounting Holes Plated|MH-3MM P|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|3||||{URL}{URL.TEXT}{URL.TIP}Supplier|||
22|TEXAS INSTRUMENTS - LMV358IDGKR - OP AMP, LOW VOLTAGE, 1MHZ, 1V/US, MSOP-8|LMV358IDGKR|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DRochester%2520Electronics%26mpn%3DLMV358IDGKR%26seller%3DDigi-Key%26sku%3D296-13455-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Rochester%20Electronics{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DRochester%2520Electronics%26mpn%3DLMV358IDGKR%26seller%3DDigi-Key%26sku%3D296-13455-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}LMV358IDGKR{URL.TIP}Manufacturer|1|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DRochester%2520Electronics%26mpn%3DLMV358IDGKR%26seller%3DDigi-Key%26sku%3D296-13455-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}296-13455-1-ND{URL.TIP}Supplier|19075|0.55|0.55
23|RES SMD 22 OHM 1% 1/8W 0805|RC0805FR-0722RL|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-0722RL%26seller%3DDigi-Key%26sku%3D311-22.0CRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-0722RL%26seller%3DDigi-Key%26sku%3D311-22.0CRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0805FR-0722RL{URL.TIP}Manufacturer|7|Digi-Key|USD|7|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-0722RL%26seller%3DDigi-Key%26sku%3D311-22.0CRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-22.0CRCT-ND{URL.TIP}Supplier|553676|0.7|0.1
24|RES SMD 10K OHM 1% 1/8W 0805|RC0805FR-0710KL|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-0710KL%26seller%3DDigi-Key%26sku%3D311-10.0KCRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-0710KL%26seller%3DDigi-Key%26sku%3D311-10.0KCRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0805FR-0710KL{URL.TIP}Manufacturer|6|Digi-Key|USD|6|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-0710KL%26seller%3DDigi-Key%26sku%3D311-10.0KCRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-10.0KCRCT-ND{URL.TIP}Supplier|5866675|0.6|0.1
25|RES SMD 1M OHM 1% 1/8W 0805|RC0805FR-071ML|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%2520Phycomp%26mpn%3DRC0805FR-071ML%26seller%3DDigi-Key%26sku%3D311-1.00MCRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo%20Phycomp{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%2520Phycomp%26mpn%3DRC0805FR-071ML%26seller%3DDigi-Key%26sku%3D311-1.00MCRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0805FR-071ML{URL.TIP}Manufacturer|2|Digi-Key|USD|2|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%2520Phycomp%26mpn%3DRC0805FR-071ML%26seller%3DDigi-Key%26sku%3D311-1.00MCRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-1.00MCRCT-ND{URL.TIP}Supplier|788379|0.2|0.1
26|Surface Mount Thick Film Resistor, RC Series, 560 ohm, 125 mW, - 1%, 150 V, 0805 [2012 Metric]|RC0805FR-07560RL|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-07560RL%26seller%3DDigi-Key%26sku%3D311-560CRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-07560RL%26seller%3DDigi-Key%26sku%3D311-560CRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0805FR-07560RL{URL.TIP}Manufacturer|5|Digi-Key|USD|5|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-07560RL%26seller%3DDigi-Key%26sku%3D311-560CRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-560CRCT-ND{URL.TIP}Supplier|0|0.5|0.1
27|Surface Mount Thick Film Resistor, RC Series, 125 mW, - 5%, 150 V, 0805 [2012 Metric]|RC0805JR-070RL|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805JR-070RL%26seller%3DDigi-Key%26sku%3D311-0.0ARCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805JR-070RL%26seller%3DDigi-Key%26sku%3D311-0.0ARCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0805JR-070RL{URL.TIP}Manufacturer|1|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805JR-070RL%26seller%3DDigi-Key%26sku%3D311-0.0ARCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-0.0ARCT-ND{URL.TIP}Supplier|2762365|0.1|0.1
28|RES SMD 1K OHM 1% 1/8W 0805|RC0805FR-071KL|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-071KL%26seller%3DDigi-Key%26sku%3D311-1.00KCRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-071KL%26seller%3DDigi-Key%26sku%3D311-1.00KCRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0805FR-071KL{URL.TIP}Manufacturer|3|Digi-Key|USD|3|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-071KL%26seller%3DDigi-Key%26sku%3D311-1.00KCRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-1.00KCRCT-ND{URL.TIP}Supplier|7687477|0.3|0.1
29|Res Thick Film 0805 100K Ohm 1% 1/8W ±100ppm/°C Molded SMD Paper T/R|RC0805FR-07100KL|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-07100KL%26seller%3DDigi-Key%26sku%3D311-100KCRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Yageo{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-07100KL%26seller%3DDigi-Key%26sku%3D311-100KCRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RC0805FR-07100KL{URL.TIP}Manufacturer|1|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DYageo%26mpn%3DRC0805FR-07100KL%26seller%3DDigi-Key%26sku%3D311-100KCRCT-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}311-100KCRCT-ND{URL.TIP}Supplier|650822|0.1|0.1
30|6X6, H5,  160G TAC.SWITCH|1825910-6|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DALCOSWITCH%2520-%2520TE%2520CONNECTIVITY%26mpn%3D1825910-6%26seller%3DDigi-Key%26sku%3D450-1650-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}ALCOSWITCH%20-%20TE%20CONNECTIVITY{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DALCOSWITCH%2520-%2520TE%2520CONNECTIVITY%26mpn%3D1825910-6%26seller%3DDigi-Key%26sku%3D450-1650-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}1825910-6{URL.TIP}Manufacturer|2|Digi-Key|USD|2|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DALCOSWITCH%2520-%2520TE%2520CONNECTIVITY%26mpn%3D1825910-6%26seller%3DDigi-Key%26sku%3D450-1650-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}450-1650-ND{URL.TIP}Supplier|0|0.2|0.1
31|IC REG LINEAR 3.3V 1.5A SOT223-6|TL1963A-33DCQR|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTL1963A-33DCQR%26seller%3DDigi-Key%26sku%3D296-24534-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTL1963A-33DCQR%26seller%3DDigi-Key%26sku%3D296-24534-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}TL1963A-33DCQR{URL.TIP}Manufacturer|1|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTL1963A-33DCQR%26seller%3DDigi-Key%26sku%3D296-24534-1-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}296-24534-1-ND{URL.TIP}Supplier|2845|3.26|3.26
32|MCU 8-bit ATmega AVR RISC 32KB Flash 2.5V/3.3V/5V 28-Pin PDIP|ATMEGA328-PU|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicrochip%26mpn%3DATMEGA328PU%26seller%3DDigi-Key%26sku%3DATMEGA328-PU-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Microchip{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicrochip%26mpn%3DATMEGA328PU%26seller%3DDigi-Key%26sku%3DATMEGA328-PU-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ATMEGA328PU{URL.TIP}Manufacturer|1|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicrochip%26mpn%3DATMEGA328PU%26seller%3DDigi-Key%26sku%3DATMEGA328-PU-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}ATMEGA328-PU-ND{URL.TIP}Supplier|27744|2.4|2.4
33|ATmega Series 16 KB Flash 512 B RAM 16 MHz 8-Bit Microcontroller - TQFP-32|ATMEGA16U2-AU|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicrochip%2520%252F%2520Atmel%26mpn%3DATMEGA16U2-AU%26seller%3DDigi-Key%26sku%3DATMEGA16U2-AU-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Microchip%20%2F%20Atmel{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicrochip%2520%252F%2520Atmel%26mpn%3DATMEGA16U2-AU%26seller%3DDigi-Key%26sku%3DATMEGA16U2-AU-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ATMEGA16U2-AU{URL.TIP}Manufacturer|1|Digi-Key|USD|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicrochip%2520%252F%2520Atmel%26mpn%3DATMEGA16U2-AU%26seller%3DDigi-Key%26sku%3DATMEGA16U2-AU-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}ATMEGA16U2-AU-ND{URL.TIP}Supplier|0|2.96|2.96
